"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06059","Orange","Male",100692,2099,107811,2220,0.933967776942984,0.00303094812983966
"2","06059","Orange","Female",7119,580,107811,2220,0.0660322230570164,0.00520512049092852
