"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06069","San Benito","Male",2490,260,2619,262,0.950744558991982,0.0284495434609415
"2","06069","San Benito","Female",129,59,2619,262,0.0492554410080183,0.0219821963335181
