"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06003","Alpine","Male",79,29,79,29,1,0.519141687453415
"2","06003","Alpine","Female",0,12,79,29,0,0.151898734177215
