"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06013","Contra Costa","Male",43398,1139,46968,1223,0.923990802248339,0.003035672247773
"2","06013","Contra Costa","Female",3570,528,46968,1223,0.0760091977516607,0.0110660964903542
