"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06029","Kern","Male",32607,1030,35594,1099,0.916081362027308,0.00611064741521239
"2","06029","Kern","Female",2987,348,35594,1099,0.083918637972692,0.0094273371378976
