"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06061","Placer","Male",24027,784,25888,848,0.928113411619283,0.0429115899213988
"2","06061","Placer","Female",1861,269,25888,848,0.0718865883807169,0.0101205854679689
