"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06105","Trinity","Male",1006,171,1150,182,0.874782608695652,0.0542558348857997
"2","06105","Trinity","Female",144,84,1150,182,0.125217391304348,0.0703038811374485
