"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06079","San Luis Obispo","Male",15929,810,16767,829,0.950020874336494,0.0112905460155309
"2","06079","San Luis Obispo","Female",838,200,16767,829,0.0499791256635057,0.011669426130884
