"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06085","Santa Clara","Male",47538,1221,51472,1242,0.923570096363071,0.00812877355251732
"2","06085","Santa Clara","Female",3934,385,51472,1242,0.0764299036369288,0.00724887340440629
