"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06027","Inyo","Male",1497,154,1526,154,0.980996068152031,0.0195807681969657
"2","06027","Inyo","Female",29,17,1526,154,0.0190039318479685,0.0109739141590994
