"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06107","Tulare","Male",13482,722,14633,825,0.921342171803458,0.0716431675041202
"2","06107","Tulare","Female",1151,255,14633,825,0.0786578281965421,0.0168526493754808
