"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06113","Yolo","Male",7101,477,7678,512,0.924850221411826,0.00748714170748864
"2","06113","Yolo","Female",577,163,7678,512,0.075149778588174,0.0206295439025549
