"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06037","Los Angeles","Male",243602,2781,261742,2930,0.9306951119805,0.00208483849036645
"2","06037","Los Angeles","Female",18140,819,261742,2930,0.0693048880195001,0.00303133209897913
