"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06115","Yuba","Male",5084,479,5882,534,0.864331859911595,0.0217783208933927
"2","06115","Yuba","Female",798,204,5882,534,0.135668140088405,0.0324213790077438
