"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06063","Plumas","Male",1803,212,1876,226,0.961087420042644,0.161789245026073
"2","06063","Plumas","Female",73,71,1876,226,0.0389125799573561,0.037555040541302
