"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06065","Riverside","Male",112383,2355,122308,2445,0.918852405402754,0.00577465027836754
"2","06065","Riverside","Female",9925,683,122308,2445,0.0811475945972463,0.00534345528493399
