"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06093","Siskiyou","Male",3632,253,3871,270,0.938258847842935,0.0924901508553685
"2","06093","Siskiyou","Female",239,75,3871,270,0.0617411521570654,0.0188901880877613
