"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06039","Madera","Male",5893,432,6317,463,0.932879531423144,0.00128926480773429
"2","06039","Madera","Female",424,196,6317,463,0.0671204685768561,0.0306348946052908
