"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06057","Nevada","Male",7524,530,8015,512,0.93873986275733,0.0278678848468103
"2","06057","Nevada","Female",491,169,8015,512,0.06126013724267,0.0207191413516578
