"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06005","Amador","Male",3653,390,3810,401,0.958792650918635,0.0171676787453056
"2","06005","Amador","Female",157,95,3810,401,0.0412073490813648,0.0245542968488912
