"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06017","El Dorado","Male",12743,668,13604,716,0.936709791237871,0.06958207777143
"2","06017","El Dorado","Female",861,189,13604,716,0.0632902087621288,0.0134877242098575
