"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06111","Ventura","Male",36873,925,39781,947,0.926899776275106,0.00733474692434408
"2","06111","Ventura","Female",2908,348,39781,947,0.0731002237248938,0.00857306550616832
