"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06041","Marin","Male",9979,554,10516,528,0.948934956257132,0.0224784829730838
"2","06041","Marin","Female",537,141,10516,528,0.051065043742868,0.0131607163056525
