"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06043","Mariposa","Male",1434,179,1485,191,0.965656565656566,0.173077417814943
"2","06043","Mariposa","Female",51,36,1485,191,0.0343434343434343,0.0238365927996813
