"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06047","Merced","Male",8491,575,9225,576,0.920433604336043,0.0241286860030081
"2","06047","Merced","Female",734,167,9225,576,0.0795663956639566,0.0174079412926385
