"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06031","Kings","Male",8393,523,9684,579,0.86668731928955,0.0152164283469324
"2","06031","Kings","Female",1291,251,9684,579,0.13331268071045,0.0246630294525094
