"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06049","Modoc","Male",747,151,780,152,0.957692307692308,0.0514516275326969
"2","06049","Modoc","Female",33,32,780,152,0.0423076923076923,0.0401886823519473
