"","geoid","county","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","06101","Sutter","Male",5399,429,5986,473,0.901937854994988,0.00754398583281281
"2","06101","Sutter","Female",587,157,5986,473,0.0980621450050117,0.0250571225311926
