"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","46020","Truckee-Grass Valley, CA Micro Area","Male",7524,530,8015,512,0.93873986275733,0.0278678848468103
"2","46020","Truckee-Grass Valley, CA Micro Area","Female",491,169,8015,512,0.06126013724267,0.0207191413516578
