"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","40900","Sacramento-Roseville-Folsom, CA Metro Area","Male",114335,1843,124633,1980,0.917373408326848,0.00250332934944314
"2","40900","Sacramento-Roseville-Folsom, CA Metro Area","Female",10298,633,124633,1980,0.0826265916731524,0.00490634994467805
