"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","20940","El Centro, CA Metro Area","Male",5101,492,5528,508,0.922756874095514,0.0270304327020697
"2","20940","El Centro, CA Metro Area","Female",427,156,5528,508,0.0772431259044862,0.0273126460169261
