"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","44700","Stockton, CA Metro Area","Male",26579,968,29013,1041,0.91610657291559,0.0057202609958499
"2","44700","Stockton, CA Metro Area","Female",2434,376,29013,1041,0.0838934270844104,0.0126052810023621
