"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","42020","San Luis Obispo-Paso Robles, CA Metro Area","Male",15929,810,16767,829,0.950020874336494,0.0112905460155309
"2","42020","San Luis Obispo-Paso Robles, CA Metro Area","Female",838,200,16767,829,0.0499791256635057,0.011669426130884
