"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","42100","Santa Cruz-Watsonville, CA Metro Area","Male",9609,535,10208,592,0.941320532915361,0.075676537349353
"2","42100","Santa Cruz-Watsonville, CA Metro Area","Female",599,191,10208,592,0.0586794670846395,0.0183987475212843
