"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","32900","Merced, CA Metro Area","Male",8491,575,9225,576,0.920433604336043,0.0241286860030081
"2","32900","Merced, CA Metro Area","Female",734,167,9225,576,0.0795663956639566,0.0174079412926385
