"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","12540","Bakersfield, CA Metro Area","Male",32607,1030,35594,1099,0.916081362027308,0.00611064741521239
"2","12540","Bakersfield, CA Metro Area","Female",2987,348,35594,1099,0.083918637972692,0.0094273371378976
