"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","31460","Madera, CA Metro Area","Male",5893,432,6317,463,0.932879531423144,0.00128926480773429
"2","31460","Madera, CA Metro Area","Female",424,196,6317,463,0.0671204685768561,0.0306348946052908
