"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","39820","Redding, CA Metro Area","Male",12913,626,13808,661,0.935182502896871,0.00715460216821653
"2","39820","Redding, CA Metro Area","Female",895,178,13808,661,0.0648174971031286,0.0125120785190551
