"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","41500","Salinas, CA Metro Area","Male",15305,941,16874,976,0.907016712101458,0.018909971890728
"2","41500","Salinas, CA Metro Area","Female",1569,262,16874,976,0.0929832878985421,0.0145656427738844
