"","geoid","cbsa","sex","estimate","moe","summary_est","summary_moe","prop","prop_moe"
"1","41860","San Francisco-Oakland-Berkeley, CA Metro Area","Male",143204,2400,154732,2583,0.925496988341132,0.00137444815735401
"2","41860","San Francisco-Oakland-Berkeley, CA Metro Area","Female",11528,751,154732,2583,0.0745030116588682,0.00469149995565638
