"","geoid","cbsa","age_group","estimate","moe"
"1","41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","18-34 (Employed)",3276,353
"2","41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","18-34 (Unemployed)",175,105
"3","41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","35-54 (Employed)",8748,532
"4","41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","35-54 (Unmployed)",439,135
"5","41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","55-64 (Employed)",5408,485
"6","41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","55-64 (Unemployed)",401,147
