"","geoid","cbsa","age_group","estimate","moe"
"1","20940","El Centro, CA Metro Area","18-34 (Employed)",472,187
"2","20940","El Centro, CA Metro Area","18-34 (Unemployed)",93,71
"3","20940","El Centro, CA Metro Area","35-54 (Employed)",1136,280
"4","20940","El Centro, CA Metro Area","35-54 (Unmployed)",36,38
"5","20940","El Centro, CA Metro Area","55-64 (Employed)",358,131
"6","20940","El Centro, CA Metro Area","55-64 (Unemployed)",21,22
