"","geoid","cbsa","age_group","estimate","moe"
"1","46380","Ukiah, CA Micro Area","18-34 (Employed)",119,67
"2","46380","Ukiah, CA Micro Area","18-34 (Unemployed)",7,12
"3","46380","Ukiah, CA Micro Area","35-54 (Employed)",729,182
"4","46380","Ukiah, CA Micro Area","35-54 (Unmployed)",22,30
"5","46380","Ukiah, CA Micro Area","55-64 (Employed)",705,232
"6","46380","Ukiah, CA Micro Area","55-64 (Unemployed)",39,37
