"","geoid","cbsa","age_group","estimate","moe"
"1","25260","Hanford-Corcoran, CA Metro Area","18-34 (Employed)",1708,370
"2","25260","Hanford-Corcoran, CA Metro Area","18-34 (Unemployed)",85,67
"3","25260","Hanford-Corcoran, CA Metro Area","35-54 (Employed)",2257,428
"4","25260","Hanford-Corcoran, CA Metro Area","35-54 (Unmployed)",27,37
"5","25260","Hanford-Corcoran, CA Metro Area","55-64 (Employed)",854,175
"6","25260","Hanford-Corcoran, CA Metro Area","55-64 (Unemployed)",36,39
