"","geoid","cbsa","age_group","estimate","moe"
"1","42100","Santa Cruz-Watsonville, CA Metro Area","18-34 (Employed)",406,167
"2","42100","Santa Cruz-Watsonville, CA Metro Area","18-34 (Unemployed)",39,52
"3","42100","Santa Cruz-Watsonville, CA Metro Area","35-54 (Employed)",1200,195
"4","42100","Santa Cruz-Watsonville, CA Metro Area","35-54 (Unmployed)",33,27
"5","42100","Santa Cruz-Watsonville, CA Metro Area","55-64 (Employed)",875,181
"6","42100","Santa Cruz-Watsonville, CA Metro Area","55-64 (Unemployed)",64,45
