"","geoid","cbsa","age_group","estimate","moe"
"1","39820","Redding, CA Metro Area","18-34 (Employed)",883,229
"2","39820","Redding, CA Metro Area","18-34 (Unemployed)",45,43
"3","39820","Redding, CA Metro Area","35-54 (Employed)",1598,250
"4","39820","Redding, CA Metro Area","35-54 (Unmployed)",148,67
"5","39820","Redding, CA Metro Area","55-64 (Employed)",947,179
"6","39820","Redding, CA Metro Area","55-64 (Unemployed)",39,29
