"","geoid","cbsa","age_group","estimate","moe"
"1","34900","Napa, CA Metro Area","18-34 (Employed)",259,130
"2","34900","Napa, CA Metro Area","18-34 (Unemployed)",55,76
"3","34900","Napa, CA Metro Area","35-54 (Employed)",942,182
"4","34900","Napa, CA Metro Area","35-54 (Unmployed)",56,40
"5","34900","Napa, CA Metro Area","55-64 (Employed)",735,165
"6","34900","Napa, CA Metro Area","55-64 (Unemployed)",42,27
