"","geoid","cbsa","age_group","estimate","moe"
"1","45000","Susanville, CA Micro Area","18-34 (Employed)",140,73
"2","45000","Susanville, CA Micro Area","18-34 (Unemployed)",4,6
"3","45000","Susanville, CA Micro Area","35-54 (Employed)",436,131
"4","45000","Susanville, CA Micro Area","35-54 (Unmployed)",0,26
"5","45000","Susanville, CA Micro Area","55-64 (Employed)",186,76
"6","45000","Susanville, CA Micro Area","55-64 (Unemployed)",5,8
