"","geoid","cbsa","age_group","estimate","moe"
"1","21700","Eureka-Arcata, CA Micro Area","18-34 (Employed)",577,177
"2","21700","Eureka-Arcata, CA Micro Area","18-34 (Unemployed)",25,29
"3","21700","Eureka-Arcata, CA Micro Area","35-54 (Employed)",944,228
"4","21700","Eureka-Arcata, CA Micro Area","35-54 (Unmployed)",75,49
"5","21700","Eureka-Arcata, CA Micro Area","55-64 (Employed)",556,149
"6","21700","Eureka-Arcata, CA Micro Area","55-64 (Unemployed)",0,29
