"","geoid","cbsa","age_group","estimate","moe"
"1","44700","Stockton, CA Metro Area","18-34 (Employed)",1984,353
"2","44700","Stockton, CA Metro Area","18-34 (Unemployed)",174,91
"3","44700","Stockton, CA Metro Area","35-54 (Employed)",5260,611
"4","44700","Stockton, CA Metro Area","35-54 (Unmployed)",179,90
"5","44700","Stockton, CA Metro Area","55-64 (Employed)",3156,373
"6","44700","Stockton, CA Metro Area","55-64 (Unemployed)",325,119
