"","geoid","cbsa","age_group","estimate","moe"
"1","37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","18-34 (Employed)",3120,453
"2","37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","18-34 (Unemployed)",171,102
"3","37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","35-54 (Employed)",6641,540
"4","37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","35-54 (Unmployed)",214,104
"5","37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","55-64 (Employed)",3910,382
"6","37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","55-64 (Unemployed)",148,73
