"","geoid","cbsa","age_group","estimate","moe"
"1","42220","Santa Rosa-Petaluma, CA Metro Area","18-34 (Employed)",1359,354
"2","42220","Santa Rosa-Petaluma, CA Metro Area","18-34 (Unemployed)",60,59
"3","42220","Santa Rosa-Petaluma, CA Metro Area","35-54 (Employed)",3340,400
"4","42220","Santa Rosa-Petaluma, CA Metro Area","35-54 (Unmployed)",190,123
"5","42220","Santa Rosa-Petaluma, CA Metro Area","55-64 (Employed)",2769,373
"6","42220","Santa Rosa-Petaluma, CA Metro Area","55-64 (Unemployed)",86,61
