"","geoid","cbsa","age_group","estimate","moe"
"1","17340","Clearlake, CA Micro Area","18-34 (Employed)",125,103
"2","17340","Clearlake, CA Micro Area","18-34 (Unemployed)",0,29
"3","17340","Clearlake, CA Micro Area","35-54 (Employed)",396,137
"4","17340","Clearlake, CA Micro Area","35-54 (Unmployed)",49,52
"5","17340","Clearlake, CA Micro Area","55-64 (Employed)",463,152
"6","17340","Clearlake, CA Micro Area","55-64 (Unemployed)",18,19
