"","geoid","cbsa","age_group","estimate","moe"
"1","23420","Fresno, CA Metro Area","18-34 (Employed)",3132,471
"2","23420","Fresno, CA Metro Area","18-34 (Unemployed)",232,108
"3","23420","Fresno, CA Metro Area","35-54 (Employed)",5832,541
"4","23420","Fresno, CA Metro Area","35-54 (Unmployed)",439,123
"5","23420","Fresno, CA Metro Area","55-64 (Employed)",3415,396
"6","23420","Fresno, CA Metro Area","55-64 (Unemployed)",141,60
