"","geoid","cbsa","age_group","estimate","moe"
"1","39780","Red Bluff, CA Micro Area","18-34 (Employed)",150,110
"2","39780","Red Bluff, CA Micro Area","18-34 (Unemployed)",13,19
"3","39780","Red Bluff, CA Micro Area","35-54 (Employed)",576,195
"4","39780","Red Bluff, CA Micro Area","35-54 (Unmployed)",24,38
"5","39780","Red Bluff, CA Micro Area","55-64 (Employed)",255,98
"6","39780","Red Bluff, CA Micro Area","55-64 (Unemployed)",58,50
