"","geoid","cbsa","age_group","estimate","moe"
"1","46700","Vallejo, CA Metro Area","18-34 (Employed)",2475,436
"2","46700","Vallejo, CA Metro Area","18-34 (Unemployed)",228,114
"3","46700","Vallejo, CA Metro Area","35-54 (Employed)",6920,611
"4","46700","Vallejo, CA Metro Area","35-54 (Unmployed)",242,102
"5","46700","Vallejo, CA Metro Area","55-64 (Employed)",4084,427
"6","46700","Vallejo, CA Metro Area","55-64 (Unemployed)",134,64
