"","geoid","cbsa","age_group","estimate","moe"
"1","41500","Salinas, CA Metro Area","18-34 (Employed)",1169,539
"2","41500","Salinas, CA Metro Area","18-34 (Unemployed)",19,29
"3","41500","Salinas, CA Metro Area","35-54 (Employed)",2655,405
"4","41500","Salinas, CA Metro Area","35-54 (Unmployed)",92,61
"5","41500","Salinas, CA Metro Area","55-64 (Employed)",1539,237
"6","41500","Salinas, CA Metro Area","55-64 (Unemployed)",82,67
