"","geoid","cbsa","age_group","estimate","moe"
"1","17020","Chico, CA Metro Area","18-34 (Employed)",648,204
"2","17020","Chico, CA Metro Area","18-34 (Unemployed)",23,25
"3","17020","Chico, CA Metro Area","35-54 (Employed)",1529,258
"4","17020","Chico, CA Metro Area","35-54 (Unmployed)",94,61
"5","17020","Chico, CA Metro Area","55-64 (Employed)",877,171
"6","17020","Chico, CA Metro Area","55-64 (Unemployed)",100,67
