"","geoid","cbsa","age_group","estimate","moe"
"1","40140","Riverside-San Bernardino-Ontario, CA Metro Area","18-34 (Employed)",16898,1061
"2","40140","Riverside-San Bernardino-Ontario, CA Metro Area","18-34 (Unemployed)",1596,331
"3","40140","Riverside-San Bernardino-Ontario, CA Metro Area","35-54 (Employed)",41493,1509
"4","40140","Riverside-San Bernardino-Ontario, CA Metro Area","35-54 (Unmployed)",1875,367
"5","40140","Riverside-San Bernardino-Ontario, CA Metro Area","55-64 (Employed)",20824,821
"6","40140","Riverside-San Bernardino-Ontario, CA Metro Area","55-64 (Unemployed)",1002,227
