"","geoid","cbsa","age_group","estimate","moe"
"1","43760","Sonora, CA Micro Area","18-34 (Employed)",333,160
"2","43760","Sonora, CA Micro Area","18-34 (Unemployed)",70,77
"3","43760","Sonora, CA Micro Area","35-54 (Employed)",455,141
"4","43760","Sonora, CA Micro Area","35-54 (Unmployed)",63,61
"5","43760","Sonora, CA Micro Area","55-64 (Employed)",322,131
"6","43760","Sonora, CA Micro Area","55-64 (Unemployed)",39,35
