"","geoid","cbsa","age_group","estimate","moe"
"1","33700","Modesto, CA Metro Area","18-34 (Employed)",1374,289
"2","33700","Modesto, CA Metro Area","18-34 (Unemployed)",79,65
"3","33700","Modesto, CA Metro Area","35-54 (Employed)",3455,419
"4","33700","Modesto, CA Metro Area","35-54 (Unmployed)",147,78
"5","33700","Modesto, CA Metro Area","55-64 (Employed)",2050,351
"6","33700","Modesto, CA Metro Area","55-64 (Unemployed)",204,163
