"","geoid","cbsa","age_group","estimate","moe"
"1","41860","San Francisco-Oakland-Berkeley, CA Metro Area","18-34 (Employed)",7901,725
"2","41860","San Francisco-Oakland-Berkeley, CA Metro Area","18-34 (Unemployed)",647,228
"3","41860","San Francisco-Oakland-Berkeley, CA Metro Area","35-54 (Employed)",24919,1150
"4","41860","San Francisco-Oakland-Berkeley, CA Metro Area","35-54 (Unmployed)",1167,244
"5","41860","San Francisco-Oakland-Berkeley, CA Metro Area","55-64 (Employed)",15847,886
"6","41860","San Francisco-Oakland-Berkeley, CA Metro Area","55-64 (Unemployed)",707,201
