"","geoid","cbsa","age_group","estimate","moe"
"1","40900","Sacramento-Roseville-Folsom, CA Metro Area","18-34 (Employed)",8202,667
"2","40900","Sacramento-Roseville-Folsom, CA Metro Area","18-34 (Unemployed)",538,154
"3","40900","Sacramento-Roseville-Folsom, CA Metro Area","35-54 (Employed)",20795,971
"4","40900","Sacramento-Roseville-Folsom, CA Metro Area","35-54 (Unmployed)",930,198
"5","40900","Sacramento-Roseville-Folsom, CA Metro Area","55-64 (Employed)",12598,731
"6","40900","Sacramento-Roseville-Folsom, CA Metro Area","55-64 (Unemployed)",931,225
