"","geoid","cbsa","age_group","estimate","moe"
"1","31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","18-34 (Employed)",25648,1320
"2","31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","18-34 (Unemployed)",2431,362
"3","31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","35-54 (Employed)",62909,1695
"4","31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","35-54 (Unmployed)",3318,331
"5","31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","55-64 (Employed)",33751,1249
"6","31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","55-64 (Unemployed)",2103,335
